id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
c3455235-b436-435f-8051-1a06b97c886b,PSODEOptimizer,True,disc,0.6417929,0.06517641,0.20543969,0.011113078,0.076478,ok
a0d50611-5db0-4178-a068-4287a9071533,PSODEOptimizer,False,unif,0.6786539,0.05799046,0.16101752,0.017135436,0.08520262,ok
fcdc43ea-a111-4aed-98a7-2bf277674b3d,PSODEOptimizer,True,disc,0.66648036,0.056919973,0.17979126,0.011888986,0.084919415,ok
aaf21071-7ade-4859-854f-cc6e41b1e684,PSODEOptimizer,False,unif,0.688482,0.030146975,0.17298062,0.016342452,0.092047974,ok
754b73e0-cd86-479d-847c-bede09b08b65,PSODEOptimizer,True,disc,0.61148554,0.03327387,0.19430974,0.06728355,0.09364727,ok
b91fe5be-75dc-41d5-bab3-e603db9f8200,PSODEOptimizer,False,unif,0.6519045,0.02285328,0.2333136,0.016114103,0.07581446,ok
d1b78490-a8ed-42be-89c4-5d8c3ab721f4,PSODEOptimizer,False,unif,0.7012487,0.028655302,0.16534571,0.015776683,0.088973574,ok
52e8d009-0567-471d-8ff4-298f6bb919dd,PSODEOptimizer,False,unif,0.69616115,0.028413724,0.17445086,0.016426912,0.08454733,ok
63fd9189-8423-40b5-a00a-e01020c1bb9b,PSODEOptimizer,False,unif,0.6745931,0.028758217,0.19887331,0.014828557,0.082946844,ok
1dafaa89-a2e9-41a7-9c1f-af8d1b045e55,PSODEOptimizer,False,unif,0.6802782,0.010640815,0.20844412,0.028522214,0.072114564,ok
d8ec1b8a-1968-4dd3-9995-868a0bbba371,PSODEOptimizer,True,disc,0.6493821,0.019410491,0.2432585,0.021607634,0.06634124,ok
71cd5bc2-2911-4ba4-8efc-e5213ac83c2f,PSODEOptimizer,True,disc,0.55684006,0.009701541,0.22189434,0.1530219,0.058542192,ok
244d55be-e8b8-4e9f-9e17-e6bba81b6a2a,PSODEOptimizer,True,disc,0.5547351,0.0052305693,0.23709519,0.14723858,0.05570049,ok
baae1b73-bbdd-46cf-9159-d562a07b0a46,PSODEOptimizer,False,unif,0.606048,0.008553488,0.16224018,0.15997005,0.06318832,ok
25beab1a-7ecb-4643-872c-27fa1ba8b8d9,PSODEOptimizer,True,disc,0.56560975,0.009667624,0.19867404,0.16535805,0.06069058,ok
b5cd34c1-1aa8-4b3f-9487-f066c5cc395a,PSODEOptimizer,True,disc,0.4753155,0.010449817,0.24078469,0.17929891,0.094151065,ok
9efd43af-22e0-4c76-8d2a-bd31164d6170,PSODEOptimizer,True,bounds,0.5085306,0.005759217,0.19917905,0.231202,0.055329125,ok
6456ea07-3f48-4946-b7df-b9a2e82e9e83,PSODEOptimizer,False,unif,0.62808555,0.0043325266,0.24053141,0.049904257,0.07714628,ok
369899ce-f696-4b98-b57e-32cd7817a175,PSODEOptimizer,True,disc,0.49229774,0.009922412,0.22412172,0.2073152,0.066342965,ok
f47334bd-ddf6-4ffa-8a8d-23404c6f4446,PSODEOptimizer,True,disc,0.522491,0.012911014,0.20346656,0.19657913,0.06455223,ok
