id,name,case_type,suite,blade_score,status
00093c26-925e-492d-b501-875326d3cb45,AdaptiveSwarmGradientDescent,f0_only_biased,BBOB,0.1841526106186544,ok
0035e1fc-6216-46b8-a937-64749e5e1491,Enhanced_Hybrid_PSO_DE,f0_only_biased,BBOB,0.0794680654465579,ok
003bcd0a-c451-43a1-bd1e-77851ceeba0f,EnhancedHybridDEPSO,f0_only_biased,BBOB,,partial
003f69ff-e5ee-49f3-95d6-a6f7a0cb0b97,AdaptiveHybridPSO_GA,f0_only_biased,BBOB,0.11597062088293666,ok
004530ac-0620-474d-876a-cc9f02116aef,HybridPSODE,f0_only_biased,BBOB,0.12685002804007806,ok
00457828-5b02-43cb-b48c-ab42a25c068a,AdaptiveDynamicEvoPSO,f0_only_biased,BBOB,0.12755652237129944,ok
004be90a-6787-4f6a-b934-388465d5f0ac,AdaptiveSwarmGradientDescent,f0_only_biased,BBOB,0.2112205517269817,ok
00515aca-f3d5-4fa2-b8fa-ad6c50158dee,HybridPSO_DE,f0_only_biased,BBOB,0.18287294435208784,ok
005c1b57-c39a-4eef-b89f-706597f2c83c,EnhancedVelocitySwarmMutation,f0_only_biased,BBOB,0.12087608895740332,ok
007e554c-ae89-4c89-a30b-cff0b3434ffd,EnhancedDAPSO,f0_only_biased,BBOB,0.1341352409535601,ok
007ee63e-71a6-4163-957f-da9b72754654,HPSO_ADE_SelfAdaptive,f0_only_biased,BBOB,0.1712153055408051,ok
008c30f1-2aa2-48b1-8835-6af0e33a3c74,AdaptiveSwarmGradientDescent,f0_only_biased,BBOB,0.1894868283196604,ok
008d4299-6f26-49e5-bad9-413983e9a3b9,EnhancedAdaptiveSwarmGradientDescent,f0_only_biased,BBOB,0.22775464540236384,ok
00b41148-f1c3-4ba3-8331-6cc3ed9ed1e7,HPSO_ADE_Enhanced,f0_only_biased,BBOB,0.15201576192417912,ok
00e48c1d-fdae-4bb3-bc0a-bad8b0fc33ac,ChaoticEnhancedNAPSO,f0_only_biased,BBOB,0.17731990011641116,ok
0100990f-ae1f-43a0-8031-53a49a6e4329,AdaptiveChaoticLevySwarm,both_biased,BBOB,0.17465653846654686,ok
0100a9c6-8311-4c49-ade4-dc0025952c9e,EnhancedHybridDEPSO,f0_only_biased,BBOB,0.1292797763322877,ok
0105cc8c-62aa-4237-9690-08aac7c9cf19,SwarmOptimizer,neither_biased,BBOB,0.1327321657251492,ok
01292910-bba7-4c8f-817d-d1bc68f62ed6,DynamicNAPSO,f0_only_biased,BBOB,0.18078475366940405,ok
0130d00e-f972-413c-82ea-e3219224b396,EnhancedAdaptiveSwarmGradientDescent,f0_only_biased,BBOB,0.2197697658633402,ok
01650641-9dd0-4a25-9a32-18ace6649105,SwarmOptimizer,f0_only_biased,BBOB,0.1848752488086618,ok
017d3981-4ed3-4a18-8c7c-1c294a299511,DynamicPhaseTransitionSwarmOptimizer,both_biased,BBOB,0.06431402519033388,ok
019012f8-80cc-4119-b23f-46d47e4ad6bf,HybridPSO_DE,f0_only_biased,BBOB,0.15172886104980668,ok
019a68c8-712b-4754-aebe-265666589597,EnhancedDynamicSwarmOptimizer,neither_biased,BBOB,0.10092220723963113,ok
019bab2f-bf74-494d-870c-5030fd4c0ef9,CollaborativeSwarmSearch,f0_only_biased,BBOB,0.16946525012132588,ok
01d7cdb7-2368-41e2-b3a9-2b9bbdc8179d,HPSO_ADE_MemoryEnhanced,both_biased,BBOB,0.18063886077400093,ok
0202109d-58c4-4143-a876-16875c2c13cc,EnhancedAdaptiveAPSO,both_biased,BBOB,0.06586194018480418,ok
021484e7-1e07-4906-8cc7-fb65621ece7d,AdaptiveCooperativeSwarm,both_biased,BBOB,0.1727387348780257,ok
022a5fbb-3bb5-40b2-a4e5-9195e341cab3,EnhancedHybridPSODE,f0_only_biased,BBOB,0.2044881186786397,ok
022cbd81-a75c-42f5-ae23-75f6dc30d87f,HybridPSODE,f0_only_biased,BBOB,0.15223223009532727,ok
